Atualizado em: 2026-04-06
"ICAO";"Estrangeira";"Razao";"Servico";"Endereco";"Cidade";"UF";"CEP";"Telefone";"Email";"Instrumento";"Data";"Ativa"
"";"..";"SADAG SERVIÇO AÉREO DE DEFESA AGRÍCOLA LTDA.";"AEROAGRÍCOLA, AERODEMONSTRAÇÃO, AEROPUBLICIDADE";"RUA PADRE DAVID, Nº 1171, CENTRO";"ASSIS";"SP";"19.816-010";"(18) 98152-8558 / (18) 99749-4191";"fernandapedute@hotmail.com / douglas.sadag@hotmail.com    ";"Portaria nº 16018, DE 17 de dezembro de 2024";"12/26/2024 12:00:00 AM";"ATIVA"
"";"..";"TRICOLOR AEROAGRÍCOLA LTDA";"AEROAGRÍCOLA";"ROD. MT 170, KM 25 À ESQUERDA ";"BRASNORTE";"MT";"78.350-000";".";"tricoloraeroagricola@hotmail.com";"PORTARIA Nº 13.056, DE 3 DE NOVEMBRO DE 2023";"11/9/2023 12:00:00 AM";"ATIVA"
"";"..";"AVIAGRO AERO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"RUA ADAGA, N. 207, JARDIM PONCHO VERDE ";"PRIMAVERA DO LESTE";"MT";"7885000";".";"consultoriarj.aviacao@gmail.com e lucas.solotke@hotmail.com";"PORTARIA Nº 13.057, DE 3 DE NOVEMBRO DE 2023";"11/9/2023 12:00:00 AM";"ATIVA"
"";"..";"SKYLINE AVIATION INTENSIVE CARE & CHARTER LTDA";"AEROMÉDICO, TÁXI-AÉREO";"RUA NUARAQUES, 33, JARDIM SANTA PAULA";"COTIA";"SP";"06.720-430";"(11) 4243-1071";"contato@voeskyline.com.br";"PORTARIA Nº 8490, DE 06 DE JULHO DE 2022";"7/6/2022 12:00:00 AM";"ATIVA"
"";"..";"PRECISA AEROAGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RUA JOSÉ QUINTINO, N° 186, QD-27, LT 02 - CENTRO";"LAGOA DA CONFUSÃO";"TO";"77.493-000";"(63) 99249-9212";"precisa.aeroagricola@gmail.com  ";"Portaria nº 7386";"2/25/2022 12:00:00 AM";"ATIVA"
"";"";"RUBIC BALÕES INDÚSTRIA E COMÉRCIO LTDA";"VOO DE EXPERIMENTAÇÃO DESPORTIVA";"RUA CIRIDIÃO DURVAL, N° 139 - VILA PAULISTA";"SÃO PAULO";"SP";"04.360-020";"(11) 5031-0807";"rubic@rubic.com.br";"Portaria nº 17747";"8/26/2025 12:00:00 AM";"ATIVA"
"";"..";"AÉREO AGRÍCOLA SANTA MARIA LTDA.";"AEROAGRÍCOLA";"AERÓDROMO PÚBLICO DE FORMOSA, HANGAR Nº 03, SETOR AEROPORTO.";"FORMOSA";"GO";"73.800-970";"(61) 3631-4187 / 99978-5330";"davidrodolfo@uol.com.br";"PORTARIA Nº 9.792, DE 21 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"";"";"DA CAMPANHA AERO AGRICOLA LTDA";"AEROAGRÍCOLA";"RUA DR. TRILHA DE LEMOS, Nº 1185, CENTRO - CEP ";"DOM PEDRITO";"RS";"96.450-000";".";"dacampanha22@gmail.com";"PORTARIA Nº 14.888, DE 24 DE JUNHO DE 2024";"6/28/2024 12:00:00 AM";"ATIVA"
"";"..";"FLY SAFE CENTRO DE INSTRUÇÃO DE AVIAÇÃO CIVIL LTDA";"VOOS PANORÂMICOS";"R DOIS, SN, LOTE A.E1 MARINA AEROPORTO";"ARMAÇÃO DOS BÚZIOS";"RJ";"28.950-000";"(24) 99295 4545 / (21) 97593 8425";"diretoria@voeflysafe.com";"PORTARIA Nº 9.918, DE 2 DE DEZEMBRO DE 2022";"12/9/2022 12:00:00 AM";"ATIVA"
"";"..";"IDEAL SOLUÇÕES LTDA";"AEROAGRÍCOLA";"RUA ERVAL SECO, 322, CENTRO";"CANARANA";"MT";"78.640-000";".";".";"Portaria 13237, de 28/11/2023";"12/5/2023 12:00:00 AM";"ATIVA"
"";"..";"CAETANO AERO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"RUA OSCAR ESPELLET, 115, JUNG";"CRUZ ALTA";"RS";"98.010-370";".";"caetanodestaque@gmail.com";"Portaria 13317, de 07/12/2023";"12/13/2023 12:00:00 AM";"ATIVA"
"";"..";"VOAR AERO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"AVENIDA D, Nº 419, SL. 401, QD. G11, LT.01, SETOR MARISTA";"GOIÁS";"GO";"74.150-040";".";"rosangelatpd@hotmail.com";"Portaria 13413, de 19/12/2023";"12/22/2023 12:00:00 AM";"ATIVA"
"";"..";"AGRO FARM BR LTDA";"AEROAGRÍCOLA";"RUA JOSÉ PEIXOTO DA SILVEIRA, S/N, QUADRA 51, LOTE 06, CASA 02, SETOR CORA CORALINA ";"GOIANIRA";"GO";"75.367-051";".";"joaquim.mendea07@gmail.com";"PORTARIA Nº 13.434, DE 20 DE DEZEMBRO DE 2023";"12/26/2023 12:00:00 AM";"ATIVA"
"";"..";"BROAD FLY SERVIÇOS AÉREOS ESPECIALIZADOS LTDA";"AEROCINEMATOGRAFIA, AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROREPORTAGEM";"ESTRADA DO ENGENHO D'ÁGUA, 01278, GLP LOTE 01, PAL 40864, ANIL";"RIO DE JANEIRO";"RJ";"22.765-240";".";"broadfly@hotmail.com";"PORTARIA Nº 13.479, DE 26 DE DEZEMBRO DE 2023";"1/2/2024 12:00:00 AM";"ATIVA"
"";"..";"SILVIO DA SILVEIRA JUNIOR LTDA";"AEROAGRÍCOLA";"RUA VINTE E NOVE, Nº 58, CENTRO";"CHAPADÃO DO SUL";"MS";"79.560-000";".";"ssilveirajr@hotmail.com";"PORTARIA Nº 13.495, DE 28 DE DEZEMBRO DE 2023";"1/3/2024 12:00:00 AM";"ATIVA"
"";"..";"AERO AGRÍCOLA SÃO JORGE LTDA";"AEROAGRÍCOLA";"RODOVIA MT 299, S/N, ZONA RURAL, KM 14 À ESQUERDA MAIS 5KM, FAZENDA SHALON";"ITIQUIRA";"MT";"78.790-000";".";"aeroagricolasaojorgemt@gmail.com";"PORTARIA Nº 13.502, DE 28 DE DEZEMBRO DE 2023";"1/3/2024 12:00:00 AM";"ATIVA"
"";"..";"RNR AVIAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"ROD MT 242 SN KM 78 - RURAL, S/N, KM 75 MAIS 4 KM A DIREITA";"NOVA UBIRATÃ";"MT";"78.888-000";".";"fazendaruiz@hotmail.com";"PORTARIA Nº 13.545, DE 8 DE JANEIRO DE 2024";"1/15/2024 12:00:00 AM";"ATIVA"
"";"..";"RENAN CASARIN AVIAÇÃO AGRÍCOLA";"AEROAGRÍCOLA, COMBATE A INCÊNDIOS";"FAZENDA CASARIN, COMUNIDADE NOVA GALILLEIA, S/N, ZONA RURAL";"COLÍDER";"MT";"78.500-000";"(66) 9 9910-9859";"renan_casarin93@hotmail.com";"PORTARIA Nº 10.328, DE 20 DE JANEIRO DE 2023";"1/26/2023 12:00:00 AM";"ATIVA"
"";"..";"AERO AGRÍCOLA SOBRADINHO LTDA";"AEROAGRÍCOLA";"ROD RS 176, KM 129,5, S/N, TERCEIRO DISTRITO ";"MAÇAMBARÁ";"RS";"97.645-000";"(38) 9 9952-1003";"jessica.wenning@hotmail.com";"PORTARIA Nº 9.586, DE 21 DE OUTUBRO DE 2022";"10/26/2022 12:00:00 AM";"ATIVA"
"";"..";"MARTINS AEROAGRÍCOLA EIRELI";"AEROAGRÍCOLA";"FAZENDA ESPERANÇA, S/N, LINHA VALMOR MARTINS, ZONA RURAL";"NOVO MUNDO";"MT";"78.528-000";"(66) 99228-0847";"bmlage2@outlook.com";"ORTARIA Nº 9.860, DE 24 DE NOVEMBRO DE 2022";"11/29/2022 12:00:00 AM";"ATIVA"
"";"..";"ALFA E OMEGA SERVICOS AEREOS LTDA";"AEROAGRÍCOLA";"RUA GOIÂNIA, NÚMERO 2069 S, JARDIM DAS PALMEIRAS";"LUCAS DO RIO VERDE";"MT";"78.455-000";".";"milenelmo@hotmail.com";"PORTARIA Nº 13.554, DE 9 DE JANEIRO DE 2024";"1/15/2024 12:00:00 AM";"ATIVA"
"";"..";"AEROMASTER TÁXI AÉREO LTDA. (GO AIR)";"AEROCINEMATOGRAFIA, AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROMÉDICO, AEROPUBLICIDADE, AEROREPORTAGEM, TÁXI-AÉREO";"AV. OLAVO FONTOURA, 1078 - SETOR C - LOTE 7 - CAMPO DE MARTE - PARQUE ANHEMBI";"SÃO PAULO";"SP";"02.012-021";"(21) 2221-5498";"voe@aeromastertaxiaereo.com.br / operacoes.aereas@aeromastertaxiaereo.com.br";"PORTARIA Nº 9490, DE 11 DE OUTUBRO DE 2022";"10/18/2022 12:00:00 AM";"ATIVA"
"";"..";"AIRSHIP DO BRASIL - INDUSTRIA E SERVIÇOS AÉREOS ESPECIALIZADOS S.A.";"AEROPUBLICIDADE";"RUA CHRISTIANO RODRIGUES MACHADO, 10, JARDIM REAL";"SÃO PAULO";"SP";"13.567-350";"(016) 2106-8602";"caiof@adb.ind.br";"PORTARIA Nº 10.845, DE 27 DE MARÇO DE 2023";"3/30/2023 12:00:00 AM";"ATIVA"
"";"..";"TOLEDO AVIAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"DISTRITO DE BOA VISTA, S/N, ZONA RURAL";"ABATIÁ";"PR";"85.926-850";"(45) 9915-3702";"toledoaviacao@gmail.com";"PORTARIA Nº 9.871, DE 25 DE NOVEMBRO DE 2022";"11/29/2022 12:00:00 AM";"ATIVA"
"";"..";"AGROTOTAL AERO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RUA DR. MONTEIRO, 617, BAIRRO CENTRO";"ARROIO GRANDE";"RS";"96.330-000";"(53) 3262-1046";"agrototal1@hotmail.com";"Portaria nº 7.698, de 31.03.2022";"4/12/2022 12:00:00 AM";"ATIVA"
"";"..";"AGROWALKER SERVICOS & TRANSPORTES LTDA";"AEROAGRÍCOLA";"RUA RUI BARBOSA, Nº 872, BAIRRO: MIMOSO DO OESTE";"LUÍS EDUARDO MAGALHÃES";"BA";"47.850-000";"(77) 9 9978-0438";"simone@agrowalker.com.br";"PORTARIA Nº 10.444, DE 2 DE FEVEREIRO DE 2023";"2/14/2023 12:00:00 AM";"ATIVA"
"";"..";"PAMPEANA AERO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RODOVIA BR 472, KM 163, SUBÚRBIOS - CAIXA POSTAL 056";"URUGUAIANA";"RS";"97.500-970";"TEL/FAX: (55) 9976-2976  /  (55) 9926-9499";"pampeanaaero@gmail.com.br";"PORTARIA Nº 10.851, DE 27 DE MARÇO DE 2023";"3/30/2023 12:00:00 AM";"ATIVA"
"";"..";"CAMEJO TÁXI AÉREO LTDA.";"TÁXI-AÉREO";"RODOVIA RST 101 KM 20, Nº 6245, DISTRITO DE PASSINHOS";"OSÓRIO";"RS";"95.520-000";"(51) 99121-3590 / 31045504";"camejoair@gmail.com";"PORTARIA Nº 7958, DE 06 DE MAIO DE 2022";"5/6/2022 12:00:00 AM";"ATIVA"
"";"..";"GOLD AIR TÁXI AÉREO LTDA";"TÁXI-AÉREO";"AV. GOVERNADOR JOÃO PONCE DE ARRUDA, S/NO HANGAR ACB";"VÁRZEA GRANDE";"MT";"78.125-152";"(65) 98122-5675";"goldairtaxiaereo@gmail.com";"PORTARIA Nº 9.842, DE 23 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"";"..";"GEODADOS GEOPROCESSAMENTO E SAE LTDA.";"AEROFOTOGRAFIA, AEROLEVANTAMENTO";"RUA INGLATERRA Nº 826, 840, 842 E 856, VILA NOSSA SENHORA DE FÁTIMA";"SÃO JOSÉ DO RIO PRETO";"SP";"15.015-510";"17 21390800";"geodados@geodados.com.br";"PORTARIA Nº 13.097, DE 8 DE NOVEMBRO DE 2023";"11/22/2023 12:00:00 AM";"ATIVA"
"";"";"IMEMBUY ALIMENTOS AERO AGRÍCOLA S.A.";"AEROAGRÍCOLA";"RUA MARECHAL DODORO, Nº 52, JOSÉ PEREIRA ALVAREZ ";"SÃO BORJA";"RS";"97.670-000";".";"contato@imembuy.com.br";"PORTARIA Nº 14.773, DE 7 DE JUNHO DE 2024";"6/11/2024 12:00:00 AM";"ATIVA"
"";"..";"IMAGEM AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"ESTRADA MUNICIPAL  MONÇÕES167, S/N, ZONA RURAL";"MONÇÕES";"SP";"15.275-000";"(17) 3484-1247";"jorge.imagemaviacao@hotmail.com";"PORTARIA Nº 7.292, DE 16 DE FEVEREIRO DE 2022";"2/16/2022 12:00:00 AM";"ATIVA"
"";"..";"OPP AVIAÇÃO AGRÍCOLA LTDA ( EX - OLIVEIRA E PICININ AVIAÇÃO AGRICOLA LTDA)";"AEROAGRÍCOLA";"  RUA BENE 905, SALA 22, 01 ANDAR";"SORRISO";"MT";"78.896-076";"(66) 3544-9152/ (12) 982852565 / 66 9995-1675";"oppaviacao@gmail.com ";"PORTARIA Nº 10.228, DE 9 DE JANEIRO DE 2023";"1/17/2023 12:00:00 AM";"ATIVA"
"";"..";"E A DE OLIVEIRA NETO AVIAÇÃO AGRICOLA";"AEROAGRÍCOLA";"EST NOVA ESPERANCA, KM 07, A ESQUERDA 1 KM ATE O LOTEAMENTO";"REDENÇÃO";"PA";"68.554-899";".";"ctmevaristo@gmail.com ";"PORTARIA Nº 13.615, DE 17 DE JANEIRO DE 2024";"1/22/2024 12:00:00 AM";"ATIVA"
"";"..";"AEROAGRÍCOLA QUERÊNCIA LTDA";"AEROAGRÍCOLA";"ESTRADA R-12, NÚMERO S/N, BAIRRO ZONA RURAL, LOTE CHÁCARA 172, SETOR B ";"QUERÊNCIA";"MT";"78.643-000";".";".";"PORTARIA Nº 13.602, DE 16 DE JANEIRO DE 2024";"1/22/2024 12:00:00 AM";"ATIVA"
"";"..";"W R EBERLE";"AEROAGRÍCOLA";"RUA 1, Nº 50, QD 05 LT 10 A, CENTRO";"MORRINHOS";"GO";"75.650-000";".";"eberleaviacaoagricola@hotmail.com";"Portaria nº 13.677, de 23/01/2024";"1/29/2024 12:00:00 AM";"ATIVA"
"";"..";"TÁXI AÉREO VALE DO MADEIRA EIRELI.";"TÁXI-AÉREO";"AVENIDA PROFESSOR NILTON LINS, Nº 455, BAIRRO FLORES";"MANAUS";"AM";"69.058-030";"(92) 984108565.";"tavam.manaus@gmail.com";"PORTARIA Nº 9.133, DE 12 DE SETEMBRO DE 2022";"9/16/2022 12:00:00 AM";"ATIVA"
"";"..";"CERRADO AERO AGRICOLA LTDA";"AEROAGRÍCOLA";"ESTRADA ENTRE SÍTIO D'ABADIA E BR 020,  S/N, KM 30, FAZENDA NOVO PAGO";"SÍTIO D`ABADIA";"GO";"73.990-000";".";"cerradoaeroagricola@gmail.com";"PORTARIA Nº 13.781, DE 1º DE FEVEREIRO DE 2024";"2/9/2024 12:00:00 AM";"ATIVA"
"";"..";"WE FLY SERVICOS AEREOS ESPECIALIZADOS LTDA";"VOOS PANORÂMICOS";"AVENIDA ROCHA POMBO, S/N, SALA 01, BAIRRO ÁGUAS BELAS ";"SÃO JOSÉ DOS PINHAIS";"PR";"83.010-620";"(41) 3147 8201";"diretoria@manutencaows.com";"PORTARIA Nº 9.816, DE 22 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"";"..";"DAGRO AEROAGRÍCOLA AVIAÇÃO LTDA";"AEROAGRÍCOLA";"RUA EGIDIO MACHADO, NÚMERO 1020, CENTRO";"COROMANDEL";"MG";"38.550-000";".";"legalizacao@contamig.com.br";"PORTARIA Nº 14.159, DE 21 DE MARÇO DE 2024";"3/26/2024 12:00:00 AM";"ATIVA"
"";"..";"FLORAIS TÁXI AÉREO LTDA";"TÁXI-AÉREO";"AVENIDA GOVERNADOR JOÃO PONCE DE ARRUDA (LOT. JD. AEROPORTO, S/N, CENTRO SUL, SALA B (HANGAR 15)";"VÁRZEA GRANDE";"MT";"78.125-152";".";"floraistaxiaereo@hotmail.com";"PORTARIA Nº 13.868, DE 16 DE FEVEREIRO DE 2024";"2/21/2024 12:00:00 AM";"ATIVA"
"";"..";"MADRID AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA, AEROREPORTAGEM";"R PADRE CARAPUCEIRO. 752, SALA 1706 CTR EMP TORRE VICENTE DO REGO MONTEIRO, BOA VIAGEM";"RECIFE";"PE";"51.020-280";"(81) 9132-5055";"madridaviacaoagricola@gmail.com; jorgepazos@oi.com.br";"PORTARIA Nº 8.554, DE 11 DE JULHO DE 2022";"7/25/2022 12:00:00 AM";"ATIVA"
"";"..";"UNIAGRO AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RODOVIA MS 162, KM 12, S/N, AEROPORTO MUNICIPAL DE DOURADOS (SBDO), HANGAR 10, ZONA RURAL ";"ÁGUA CLARA";"MS";"79.804-970";".(67) 3421-6411";"uniagroaviacao@gmail.com";"PORTARIA Nº 9.126, DE 12 DE SETEMBRO DE 2022";"9/26/2022 12:00:00 AM";"ATIVA"
"";"..";"AMARO AVIATION S.A";"TÁXI-AÉREO";"ROD. PRES. CASTELO BRANCO, KM 62, AEROPORTO CATARINA";"SÃO ROQUE";"SP";"18.132-900";"(11) 98663-9000";"financeiro@amaroaviation.com";"PORTARIA Nº 10.060, DE 15 DE DEZEMBRO DE 2022";"12/26/2022 12:00:00 AM";"ATIVA"
"";"..";"AMAZONIA TÁXI AÉREO LTDA";"TÁXI-AÉREO";"RODOVIA SANTARÉM/ CUIABÁ, S/N AEROPORTO PIQUIATUBA - SNCJ";"SANTARÉM";"PA";"68.010-110";".";"";"PORTARIA Nº 14.164, DE 21 DE MARÇO DE 2024";"3/26/2024 12:00:00 AM";"ATIVA"
"";"..";"FRAÇÃO TÁXI AÉREO LTDA";"TÁXI-AÉREO";"RUA ILDEFONSO SIMÕES LOPES, 201/12, TRÊS FIGUEIRAS";"PORTO ALEGRE";"RS";"91.330-180";"(51) 3024-3000";"hfj66@yahoo.com.br";"PORTARIA Nº 10.069, DE 16 DE DEZEMBRO DE 2022";"12/26/2022 12:00:00 AM";"ATIVA"
"";"..";"ITAPUÃ AERO AGRICOLA LTDA";"AEROAGRÍCOLA";"AVENIDA MANOEL PEREIRA ALVES, Nº 02, SALA COMERCIAL, QUADRA 56, LOTE 10, CENTRO";"LAGOA DA CONFUSÃO";"TO";"77.493-000";"(99) 8430-9980 / (51) 9918-2404";"apuaaviacao@gmail.com   ";"PORTARIA Nº 8454, DE 30 DE JUNHO DE 2022";"6/30/2022 12:00:00 AM";"ATIVA"
"";"..";"MACEIÓ AEROPULVERIZAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"FAZENDA OLHO DÁGUA, S/N, ZONA RURA";"MARECHAL DEODORO";"AL";"57.160-000";".";".";"PORTARIA Nº 10.724, DE 14 DE MARÇO DE 2023";"3/23/2023 12:00:00 AM";"ATIVA"
"";"..";"MUNARETTO AERO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"ROD BR 163 KM683,2 SENTIDO SUL A DIREITA";"LUCAS DO RIO VERDE";"MT";"78.455-000";"(65) 99618-3098 / (12) 98285-2565";"fabiano@royalfboservice.com   ";"PORTARIA Nº 13.087, DE 7 DE NOVEMBRO DE 2023";"11/22/2023 12:00:00 AM";"ATIVA"
"";"..";"MÍDIA RIO PROPAGANDA AÉREA LTDA. (EX- RIOARNOAR)";"AEROPUBLICIDADE";"RUA AROAZES, 600, APT. 403 - JACAREPAGUÁ";"RIO DE JANEIRO";"RJ";"22.775-060";"(21) 3118-0337 / (21) 99636-5250";"comercial@rioarnoar.com.br     ";"PORTARIA Nº 10.238, DE 10 DE JANEIRO DE 2023";"1/17/2023 12:00:00 AM";"ATIVA"
"";"..";"RG8 TÁXI AÉREO LTDA.";"TÁXI-AÉREO";"AV. PREFEITO MELLO REIS, 311 - ÁREA C1 SITIO, bairro aeroporto";"JUIZ DE FORA";"MG";"36.033-560";"(32) 3233-0225 / (21) 99975-4408";"gabrielsena@rg8aviation.com.br";"PORTARIA Nº 10.236, DE 10 DE JANEIRO DE 2023";"1/17/2023 12:00:00 AM";"ATIVA"
"";"..";"DELTA AERO TÁXI LTDA.";"AEROMÉDICO, TÁXI-AÉREO";"RUA URUCUTIVA , Nº 4, VILA TAMER ARAÇAGI ";"SÃO JOSÉ DE RIBAMAR";"MA";"65.110-000";"(98) 3226-3203/ 98289-1033";"deltaerotaxi@hotmail.com";"PORTARIA Nº 11.485, DE 30 DE MAIO DE 2023";"6/5/2023 12:00:00 AM";"ATIVA"
"";"..";"DELTA AEROAGRÍCOLA LTDA";"AEROAGRÍCOLA";"VIA DE ACESSO VALDIR APARECIDO CASAGRANDE N° 20, HANGAR 3, BAIRRO AEROPORTO - CEP N° ";"JABOTICABAL";"SP";"14.870-974";".";"emiliocoelho1@gmail.com";"PORTARIA Nº 13.604, DE 17 DE JANEIRO DE 2024";"1/22/2024 12:00:00 AM";"ATIVA"
"ASO";"2S";"AEROSUL LINHAS AÉREAS LTDA. (EX AEROSUL TÁXI AÉREO E AUSTEN)";"TRANSPORTE AÉREO NÃO REGULAR, TRANSPORTE AÉREO REGULAR";"RODOVIA PR 218, KM 7, JARDIM UNIVERSITÁRIO, AEROPORTO MUNICIPAL ALBERTO BERTELLI ";"ARAPONGAS";"PR";"86.702-670";"(43) 3176-4030";"operacoes@aerosul.com.br";"PORTARIA Nº 7845, DE 20 DE ABRIL DE 2022";"4/20/2022 12:00:00 AM";"ATIVA"
"";"..";"DIRECT BRAZIL TÁXI AERÉO LTDA";"TÁXI-AÉREO";"AVENIDA DAS AMÉRICAS Nº 4200, BLOCO 09, SALA 308B";"RIO DE JANEIRO";"RJ";"22.640-907";".";"marcos.maia@directbrazil.com.br";"Portaria 13927, de 22 de fevereiro de 2024";"3/1/2024 12:00:00 AM";"ATIVA"
"";"..";"AVIAÇÃO AGRÍCOLA VALE DO PEIXE LTDA";"AEROAGRÍCOLA";" RODOVIA MT 220, S/N, KM 85, ZONA RURAL";"TABAPORÃ";"MT";"78.563-000";".";"cesarkonzen26@gmail.com";"Portaria 13986, de 04 de março de 2024";"3/7/2024 12:00:00 AM";"ATIVA"
"";"..";"UPSTAR AVIATION S/A (EX - GATE TÁXI AÉREO LTDA)";"TÁXI-AÉREO";"RUA BARONESA DE BELA VISTA, 675, 11º ANDAR, CJ 111 - JD. AEROPORTO";"SÃO PAULO";"SP";"04.612-000";"(11) 95285-0056";"upstar@upstaraviation.com";"PORTARIA Nº 9.085, DE 6 DE SETEMBRO DE 2022";"9/13/2022 12:00:00 AM";"ATIVA"
"";"..";"AEROCLUBE DE SANTA CATARINA";"VOOS PANORÂMICOS";" RUA JORGE JOSÉ DA SILVA, S/N- SERTÃO MARUIM";"SÃO JOSÉ";"SC";"88.122-033";"(48) 32570400";"gerencia@aeroclubesc.com.br";"Portaria nº 15528, DE 24 de setembro de 2024";"9/30/2024 12:00:00 AM";"ATIVA"
"";"..";"TERRAGRAPH GEOPROCESSAMENTO E AEROLEVANTAMENTOS LTDA - ME";"AEROLEVANTAMENTO";"ST SCS QUADRA 02 - BLOCO D - ED. OSCAS NIEMEYER, Nº 03, ALAS 506/507, ASA SUL ";"BRASÍLIA";"DF";"70.316-900";"(61) 30374807 / (61) 981227877";"bernardo@terragraph.com.br";"PORTARIA Nº 7453";"3/8/2022 12:00:00 AM";"ATIVA"
"";"..";"BUSSOLARO AVIACAO AGRICOLA LTDA";"AEROAGRÍCOLA";"A DE EXPANSAO URBANA - ROD BR 163 KM 739,2, Nº 8245, SALA 02, ÁREA RURAL DE SORRISO";"SORRISO";"MT";"78.898-899";".";"setorlegal@deltasorriso.com.br";"PORTARIA Nº 14.146, DE 19 DE MARÇO DE 2024";"3/25/2024 12:00:00 AM";"ATIVA"
"";"..";"AGUIAS DA AVIACAO AGRICOLA LTDA";"AEROAGRÍCOLA";"FAZENDA PCPER III, LOTE 79, S/N, ZONA INDUSTRIAL";"PARACATU";"MG";"38.609-899";".";"contlaux03@hotmail.com";"Portaria 14219, de 01 de abril de 2024";"4/8/2024 12:00:00 AM";"ATIVA"
"";"..";"PLS - SERVIÇOS AGRÍCOLAS LTDA";"AEROAGRÍCOLA";"RUA SANTARÉM, S/N, BAIRRO DAS FLORES";"TUCUMÃ";"PA";"68.385-000";".";"";"Portaria 14228, de 01 de abril de 2024";"4/8/2024 12:00:00 AM";"ATIVA"
"";"..";"HELMERT ENGENHARIA E AEROLEVANTAMENTOS LTDA";"AEROLEVANTAMENTO";"AVENIDA T-63, Nº 1206, SALAS 205 E 206, ED. MAP CENTER, SETOR BUENO";"GOIÂNIA";"GO";"74.230-100";"(62) 3295 4900 / (62) 98154-6722";"contato@helmert.com.br";"Portaria 14307, de 09 de abril de 2024";"4/12/2024 12:00:00 AM";"ATIVA"
"";"..";"SARDINHA AVIAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA, COMBATE A INCÊNDIOS";"RUA 1º DE JANEIRO ESQ. COM RUA 03, S/N, CENTRO";"CRISTALÂNDIA";"TO";"77.490-000";".(63) 99950-1234";"cmtesardinha@hotmail.com";"PORTARIA Nº 11.233, DE 8 DE MAIO DE 2023";"5/11/2023 12:00:00 AM";"ATIVA"
"";"";"HELIFLY RIO SERVIÇO AÉREO ESPECIALIZADO LTDA";"AEROCINEMATOGRAFIA, AERODEMONSTRAÇÃO, AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROPUBLICIDADE, AEROREPORTAGEM, VOOS PANORÂMICOS";"AV. AYRTON SENNA, 2541, RUA E, HANGAR 37, BARRA DA TIJUCA";"RIO DE JANEIRO";"RJ";"22.775-002";".";"diegoluiz_20@hotmail.com";"PORTARIA Nº 15.645, DE 11 DE OUTUBRO DE 2024";"10/15/2024 12:00:00 AM";"ATIVA"
"";"";"D P GOMES LTDA (VNA – VOANDO NA AMAZÔNIA TÁXI AÉREO)";"TÁXI-AÉREO";"AVENIDA GETÚLIO VARGAS, N.º 15, SALA 02, BAIRRO CENTRO, MUNICÍPIO DE CRUZEIRO DO SUL";"CRUZEIRO DO SUL";"AC";"69.980-000";"(97)  98410-1439";"operações.vnataxiaereo@hotmail.com   ";"PORTARIA Nº 14.439, DE 26 DE ABRIL DE 2024";"5/2/2024 12:00:00 AM";"ATIVA"
"";"..";"MG SERVIÇO DE PULVERIZAÇÃO AÉREO AGRÍCOLA LTDA";"AEROAGRÍCOLA, COMBATE A INCÊNDIOS";"AV. FORMOSA, Nº 09, QD 45, SALA 05, FORMOSINHA ";"FORMOSA";"GO";"73.813-250";"(61) 9 9637-2836";"mgpulverizacaoaerea@gmail.com";"PORTARIA Nº 10.722, DE 14 DE MARÇO DE 2023";"3/23/2023 12:00:00 AM";"ATIVA"
"";"..";"GUANAGRI AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RUA JOSÉ MARQUES NETO, N: 123, BAIRRO: CENTRO COMU. RIO VERDE";"JAÍBA";"MG";"39.508-000";"(21) 34113836 / (21) 34113204";"assessoria.cavok@globo.com";"PORTARIA Nº 7.715";"4/1/2022 12:00:00 AM";"ATIVA"
